Series ID,Year,Value
APU0000715212,1987,0.34
APU0000715212,1988,0.35
APU0000715212,1989,0.38
APU0000715212,1990,0.4
APU0000715212,1991,0.4
APU0000715212,1992,0.38
APU0000715212,1993,0.38
APU0000715212,1994,0.37
APU0000715212,1995,0.38
APU0000715212,1996,0.41
APU0000715212,1997,0.42
APU0000715212,1998,0.41
APU0000715212,1999,0.42
APU0000715212,2000,0.41
APU0000715212,2001,0.42
APU0000715212,2002,0.42
APU0000715212,2003,0.42
APU0000715212,2004,0.42
APU0000715212,2005,0.42
APU0000715212,2006,0.47
APU0000715212,2007,0.5
APU0000715212,2008,0.5
APU0000715212,2009,0.55
APU0000715212,2010,0.61
APU0000715212,2011,0.67
APU0000715212,2012,0.69
APU0000715212,2013,0.65
APU0000715212,2014,0.61
APU0000715212,2015,0.65
APU0000715212,2016,0.63
APU0000715212,2017,0.62
APU0000715212,2018,0.57
APU0000715212,2019,0.57
APU0000715212,2020,0.61
APU0000715212,2021,0.65
APU0000715212,2022,0.71
APU0000715212,2025,
APU0000715311,1980,0.82
APU0000715311,1981,0.9
APU0000716141,1984,1.49
APU0000716141,1985,1.54
APU0000716141,1986,1.6
APU0000716141,1987,1.8
APU0000716141,1988,1.79
APU0000716141,1989,1.81
APU0000716141,1990,1.89
APU0000716141,1991,2.15
APU0000716141,1992,1.94
APU0000716141,1993,1.84
APU0000716141,1994,1.85
APU0000716141,1995,1.8
APU0000716141,1996,1.79
APU0000716141,1997,1.78
APU0000716141,1998,1.8
APU0000716141,1999,1.82
APU0000716141,2000,1.89
APU0000716141,2001,1.95
APU0000716141,2002,1.96
APU0000716141,2003,1.92
APU0000716141,2004,1.81
APU0000716141,2005,1.71
APU0000716141,2006,1.71
APU0000716141,2007,1.79
APU0000716141,2008,2.03
APU0000716141,2009,2.12
APU0000716141,2010,2.03
APU0000716141,2011,2.09
APU0000716141,2012,2.78
APU0000716141,2013,2.73
APU0000716141,2014,2.6
APU0000716141,2015,2.68
APU0000716141,2016,2.58
APU0000716141,2017,2.55
APU0000717112,1980,0.24
APU0000717112,1981,0.26
APU0000717311,1980,3.14
APU0000717311,1981,2.53
APU0000717311,1982,2.52
APU0000717311,1983,2.47
APU0000717311,1984,2.58
APU0000717311,1985,2.58
APU0000717311,1986,3.43
APU0000717311,1987,2.79
APU0000717311,1988,2.77
APU0000717311,1989,3.07
APU0000717311,1990,2.97
APU0000717311,1991,2.81
APU0000717311,1992,2.58
APU0000717311,1993,2.47
APU0000717311,1994,3.4
APU0000717311,1995,4.04
APU0000717311,1996,3.43
APU0000717311,1997,4.11
APU0000717311,1998,3.76
APU0000717311,1999,3.43
APU0000717311,2000,3.45
APU0000717311,2001,3.09
APU0000717311,2002,2.92
APU0000717311,2003,2.92
APU0000717311,2004,2.85
APU0000717311,2005,3.26
APU0000717311,2006,3.2
APU0000717311,2007,3.47
APU0000717311,2009,3.67
APU0000717311,2010,3.91
APU0000717311,2011,5.19
APU0000717311,2012,5.68
APU0000717311,2013,5.45
APU0000717311,2014,4.99
APU0000717311,2015,4.72
APU0000717311,2016,4.39
APU0000717311,2017,4.45
APU0000717311,2018,4.3
APU0000717311,2019,4.14
APU0000717311,2020,4.43
APU0000717311,2021,4.7
APU0000717311,2022,5.89
APU0000717311,2023,6.16
APU0000717311,2024,6.32
APU0000717311,2025,8.18
APU0000718311,1980,2.04
APU0000718311,1981,2.28
APU0000718311,1982,2.4
APU0000718311,1983,2.5
APU0000718311,1984,2.57
APU0000718311,1985,2.61
APU0000718311,1986,2.68
APU0000718311,1987,2.75
APU0000718311,1988,2.62
APU0000718311,1989,2.86
APU0000718311,1990,2.96
APU0000718311,1991,2.96
APU0000718311,1992,2.9
APU0000718311,1993,2.88
APU0000718311,1994,2.97
APU0000718311,1995,3.0
APU0000718311,1996,3.06
APU0000718311,1997,3.13
APU0000718311,1998,3.16
APU0000718311,1999,3.26
APU0000718311,2000,3.36
APU0000718311,2001,3.43
APU0000718311,2002,3.36
APU0000718311,2003,3.5
APU0000718311,2004,3.4
APU0000718311,2005,3.37
APU0000718311,2006,3.47
APU0000718311,2007,3.53
APU0000718311,2008,4.02
APU0000718311,2009,4.57
APU0000718311,2010,4.64
APU0000718311,2011,4.97
APU0000718311,2012,4.99
APU0000718311,2013,4.66
APU0000718311,2014,4.37
APU0000718311,2015,4.41
APU0000718311,2016,4.46
APU0000718311,2017,4.41
APU0000718311,2018,4.45
APU0000718311,2019,4.49
APU0000718311,2020,4.92
APU0000718311,2021,5.08
APU0000718311,2022,5.83
APU0000718311,2023,6.45
APU0000718311,2024,6.45
APU0000718311,2025,6.71
APU0000720211,1985,7.22
APU0000720211,1986,7.4
APU0000720222,1995,9.11
APU0000720222,1996,9.1
APU0000720222,1997,9.47
APU0000720222,1998,9.0
APU0000720222,1999,9.41
APU0000720222,2000,9.79
APU0000720222,2001,10.02
APU0000720222,2011,14.64
APU0000720222,2012,15.37
APU0000720222,2015,13.52
APU0000720222,2017,14.88
APU0000720222,2020,14.24
APU0000720222,2024,12.51
APU0000720222,2025,
APU0000720311,1995,4.57
APU0000720311,1996,4.93
APU0000720311,1997,5.17
APU0000720311,1998,5.07
APU0000720311,1999,5.24
APU0000720311,2000,5.41
APU0000720311,2001,5.96
APU0000720311,2002,6.23
APU0000720311,2003,6.39
APU0000720311,2004,6.92
APU0000720311,2005,7.77
APU0000720311,2006,7.9
APU0000720311,2007,8.55
APU0000720311,2008,9.45
APU0000720311,2009,10.07
APU0000720311,2010,9.65
APU0000720311,2011,9.93
APU0000720311,2012,10.28
APU0000720311,2013,10.72
APU0000720311,2014,11.7
APU0000720311,2015,12.25
APU0000720311,2016,12.33
APU0000720311,2017,12.66
APU0000720311,2018,12.46
APU0000720311,2019,12.06
APU0000720311,2020,12.42
APU0000720311,2021,13.19
APU0000720311,2022,13.48
APU0000720311,2023,13.4
APU0000720311,2024,13.73
APU0000720311,2025,13.97
APU0000FF1101,2006,3.3
APU0000FF1101,2007,3.43
APU0000FF1101,2008,3.4
APU0000FF1101,2009,3.33
APU0000FF1101,2010,3.3
APU0000FF1101,2011,3.19
APU0000FF1101,2012,3.24
APU0000FF1101,2013,3.45
APU0000FF1101,2014,3.46
APU0000FF1101,2015,3.41
APU0000FF1101,2016,3.25
APU0000FF1101,2017,3.2
APU0000FF1101,2018,3.08
APU0000FF1101,2019,3.02
APU0000FF1101,2020,3.22
APU0000FF1101,2021,3.45
APU0000FF1101,2022,4.32
APU0000FF1101,2023,4.23
APU0000FF1101,2024,4.05
APU0000FF1101,2025,4.16
APU0000FJ4101,2018,1.06
APU0000FJ4101,2019,1.12
APU0000FJ4101,2020,1.21
APU0000FJ4101,2021,1.22
APU0000FJ4101,2022,1.39
APU0000FJ4101,2023,1.55
APU0000FJ4101,2024,1.63
APU0000FJ4101,2025,1.53
APU0000FS1101,2018,4.07
APU0000FS1101,2019,3.98
APU0000FS1101,2020,3.62
APU0000FS1101,2021,3.58
APU0000FS1101,2022,4.38
APU0000FS1101,2023,4.56
APU0000FS1101,2024,4.74
APU0000FS1101,2025,4.76
